,Price,District,State,Bedrooms,Tenure,Furnished Type,Size,Facilities,Bathrooms,Car Slots,House Type,Price per sqft,Price per Bedroom,Room Density,District_code,State_code,Tenure_code,Furnished Type_code,House Type_code
3378,529999,bukit jalil,kuala lumpur,3.0,leasehold,unfurnished,1009.0,"['Bbq', 'Jogging Track', 'Playground', 'Gym', 'Swimming Pool', '24-Hour Security', 'Jacuzzi', 'Nursery', 'Sauna', 'Wading Pool', 'Cafe']",2.0,2.0,condominium,525.27,176666.33333333334,0.002973240832507433,51,3,1,2,11
3379,653000,puchong,selangor,4.0,freehold,partly furnished,1367.0,"['Kitchen Cabinet', 'Air Conditioner', 'Bbq', 'Parking', 'Jogging Track', 'Playground', 'Tennis Courts', 'Gym', 'Retail Stores', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Jacuzzi', 'Nursery', 'Sauna', 'Wading Pool', 'Cafe', 'Badminton Court']",3.0,3.0,condominium,477.69,163250.0,0.002926115581565472,197,13,0,1,11
3381,550000,bandar sungai long,selangor,4.0,freehold,fully furnished,1700.0,"['Bath Tub', 'Balcony', 'Kitchen Cabinet', 'Air Conditioner', 'Bbq', 'Parking', 'Playground', 'Gym', 'Swimming Pool', '24-Hour Security']",3.0,2.0,condominium,323.53,137500.0,0.002352941176470588,22,13,0,0,11
3385,750000,cheras,kuala lumpur,3.0,leasehold,unfurnished,1238.0,[],2.0,2.0,condominium,605.82,250000.0,0.0024232633279483036,67,3,1,2,11
3388,495000,cheras,selangor,3.0,freehold,partly furnished,916.0,"['Parking', 'Jogging Track', 'Playground', 'Gym', 'Swimming Pool', '24-Hour Security', 'Wading Pool', 'Badminton Court', 'Basketball Court']",2.0,2.0,condominium,540.39,165000.0,0.0032751091703056767,67,13,0,1,11
3389,470000,bandar sungai long,selangor,3.0,freehold,fully furnished,1118.0,"['Kitchen Cabinet', 'Air Conditioner']",2.0,2.0,condominium,420.39,156666.66666666666,0.0026833631484794273,22,13,0,0,11
3391,3200000,kl city centre,kuala lumpur,5.0,freehold,fully furnished,3800.0,"['Kitchen Cabinet', 'Air Conditioner', 'Bath Tub', 'Parking', 'Playground', 'Business Centre', 'Gym', 'Swimming Pool', '24-Hour Security', 'Jacuzzi', 'Sauna']",5.0,2.0,condominium,842.11,640000.0,0.0013157894736842105,120,3,0,0,11
3392,895000,jelutong,penang,3.0,freehold,unfurnished,1239.0,"['Balcony', 'Bbq', 'Parking', 'Playground', 'Gym', 'Swimming Pool', '24-Hour Security', 'Basketball Court']",2.0,2.0,condominium,722.36,298333.3333333333,0.002421307506053269,97,7,0,2,11
3396,2450000,tropicana,selangor,4.0,leasehold,partly furnished,2733.0,"['Kitchen Cabinet', 'Balcony', 'Bath Tub', 'Air Conditioner', 'Bbq', 'Parking', 'Jogging Track', 'Playground', 'Tennis Courts', 'Gym', 'Retail Stores']",4.0,3.0,condominium,896.45,612500.0,0.0014635931211123307,289,13,1,1,11
3397,499000,butterworth,penang,5.0,freehold,unfurnished,1625.0,"['Balcony', 'Bath Tub', 'Air Conditioner', 'Bbq', 'Parking', 'Playground', 'Squash Court', 'Gym', 'Swimming Pool', '24-Hour Security', 'Jacuzzi', 'Nursery', 'Sauna', 'Wading Pool']",3.0,2.0,condominium,307.08,99800.0,0.003076923076923077,63,7,0,2,11
3398,1180000,bukit jalil,kuala lumpur,6.0,freehold,partly furnished,1930.0,"['Bbq', 'Parking', 'Jogging Track', 'Playground', 'Gym', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Jacuzzi', 'Sauna', 'Wading Pool']",4.0,4.0,condominium,611.4,196666.66666666666,0.0031088082901554403,51,3,0,1,11
3399,1100000,bukit jalil,kuala lumpur,5.0,freehold,partly furnished,1772.0,"['Bbq', 'Parking', 'Jogging Track', 'Playground', 'Gym', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Jacuzzi', 'Sauna', 'Wading Pool']",4.0,6.0,condominium,620.77,220000.0,0.0028216704288939053,51,3,0,1,11
3400,480000,butterworth,penang,4.0,freehold,unfurnished,1333.0,"['Parking', 'Playground', 'Gym', 'Swimming Pool', '24-Hour Security', 'Wading Pool']",2.0,2.0,condominium,360.09,120000.0,0.003000750187546887,63,7,0,2,11
3401,860000,bukit jalil,kuala lumpur,4.0,freehold,partly furnished,1513.0,"['Bbq', 'Parking', 'Jogging Track', 'Playground', 'Gym', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Jacuzzi', 'Sauna', 'Wading Pool']",3.0,2.0,condominium,568.41,215000.0,0.0026437541308658294,51,3,0,1,11
3404,470000,bukit jalil,kuala lumpur,4.0,freehold,fully furnished,1442.0,"['Parking', 'Gym', 'Retail Stores', 'Swimming Pool', '24-Hour Security']",2.0,2.0,condominium,325.94,117500.0,0.0027739251040221915,51,3,0,0,11
3405,1026640,wangsa maju,kuala lumpur,3.0,leasehold,partly furnished,1119.0,"['Bbq', 'Parking', 'Jogging Track', 'Playground', 'Squash Court', 'Tennis Courts', 'Gym', 'Retail Stores', 'Swimming Pool', '24-Hour Security', 'Jacuzzi', 'Sauna', 'Wading Pool', 'Cafe', 'Badminton Court', 'Bus Stop', 'Basketball Court']",2.0,2.0,condominium,917.46,342213.3333333333,0.002680965147453083,296,3,1,1,11
3408,1100000,dutamas,kuala lumpur,4.0,freehold,unfurnished,1819.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony', 'Bath Tub', 'Garage', 'Garden', 'Bbq', 'Parking', 'Jogging Track', 'Playground', 'Squash Court', 'Tennis Courts', 'Business Centre', 'Gym', 'Retail Stores']",3.0,2.0,condominium,604.73,275000.0,0.0021990104452996153,78,3,0,2,11
3410,2800000,kl city centre,kuala lumpur,6.0,freehold,partly furnished,4111.0,"['Bbq', 'Parking', 'Playground', 'Squash Court', 'Tennis Courts', 'Gym', 'Swimming Pool', '24-Hour Security', 'Jacuzzi', 'Sauna']",5.0,3.0,condominium,681.1,466666.6666666667,0.001459498905375821,120,3,0,1,11
3411,379990,butterworth,penang,4.0,freehold,unfurnished,1285.0,"['Bbq', 'Parking', 'Playground', 'Squash Court', 'Gym', 'Retail Stores', 'Swimming Pool', '24-Hour Security', 'Jacuzzi', 'Nursery', 'Sauna']",2.0,2.0,condominium,295.71,94997.5,0.0031128404669260703,63,7,0,2,11
3412,963000,george town,penang,3.0,freehold,unfurnished,1216.0,[],2.0,2.0,condominium,791.94,321000.0,0.0024671052631578946,82,7,0,2,11
3415,2800000,kl city centre,kuala lumpur,5.0,freehold,unfurnished,3200.0,"['Bbq', 'Parking', 'Jogging Track', 'Playground', 'Jacuzzi', 'Wading Pool']",5.0,2.0,condominium,875.0,560000.0,0.0015625,120,3,0,2,11
3416,1300000,kampung kerinchi (bangsar south),kuala lumpur,5.0,leasehold,partly furnished,2068.0,"['Balcony', 'Bbq', 'Gym', 'Retail Stores', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Jacuzzi', 'Nursery', 'Sauna']",4.0,2.0,condominium,628.63,260000.0,0.0024177949709864605,107,3,1,1,11
3419,1480000,kampung kerinchi (bangsar south),kuala lumpur,4.0,leasehold,fully furnished,2068.0,"['Balcony', 'Bbq', 'Gym', 'Retail Stores', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Jacuzzi', 'Nursery', 'Sauna']",4.0,2.0,condominium,715.67,370000.0,0.0019342359767891683,107,3,1,0,11
3427,2900000,ampang,kuala lumpur,3.0,freehold,partly furnished,3270.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony']",3.0,2.0,condominium,886.85,966666.6666666666,0.0009174311926605505,3,3,0,1,11
3429,1690000,mont kiara,kuala lumpur,4.0,freehold,unfurnished,1828.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony', 'Bath Tub', 'Garden', 'Garage', 'Bbq', 'Parking', 'Playground', 'Tennis Courts', 'Business Centre', 'Gym']",3.0,3.0,condominium,924.51,422500.0,0.002188183807439825,166,3,0,2,11
3432,940000,puchong,selangor,3.0,freehold,partly furnished,1313.0,"['Kitchen Cabinet', 'Balcony', 'Air Conditioner', 'Bbq', 'Parking', 'Jogging Track', 'Playground', 'Tennis Courts', 'Gym', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Jacuzzi', 'Wading Pool', 'Badminton Court', 'Basketball Court']",2.0,2.0,condominium,715.92,313333.3333333333,0.002284843869002285,197,13,0,1,11
3434,2700000,mont kiara,kuala lumpur,5.0,freehold,partly furnished,2906.0,"['Bbq', 'Parking', 'Jogging Track', 'Squash Court', 'Business Centre', 'Gym', 'Retail Stores', 'Swimming Pool', '24-Hour Security', 'Jacuzzi', 'Wading Pool']",6.0,3.0,condominium,929.11,540000.0,0.0017205781142463868,166,3,0,1,11
3435,980000,saujana,selangor,4.0,freehold,partly furnished,1808.0,"['Kitchen Cabinet', 'Air Conditioner', 'Bath Tub', 'Bbq', 'Parking', 'Jogging Track', 'Playground', 'Tennis Courts', 'Gym', 'Swimming Pool', '24-Hour Security', 'Nursery', 'Sauna', 'Wading Pool', 'Cafe', 'Basketball Court']",4.0,2.0,condominium,542.04,245000.0,0.0022123893805309734,210,13,0,1,11
3436,3200000,mont kiara,kuala lumpur,6.0,freehold,partly furnished,3729.0,"['Balcony', 'Garage', 'Air Conditioner', 'Kitchen Cabinet', 'Bbq', 'Parking', 'Jogging Track', 'Squash Court', 'Tennis Courts', 'Gym', 'Swimming Pool', '24-Hour Security', 'Jacuzzi', 'Sauna', 'Wading Pool']",5.0,3.0,condominium,858.14,533333.3333333334,0.0016090104585679806,166,3,0,1,11
3438,1630000,mont kiara,kuala lumpur,5.0,freehold,partly furnished,3132.0,"['Balcony', 'Bbq', 'Playground', 'Tennis Courts', 'Gym', 'Swimming Pool', '24-Hour Security', 'Jacuzzi']",4.0,2.0,condominium,520.43,326000.0,0.0015964240102171138,166,3,0,1,11
3439,2580000,ampang,kuala lumpur,5.0,freehold,unfurnished,2932.0,"['Kitchen Cabinet', 'Air Conditioner', 'Bath Tub', 'Balcony', 'Parking', 'Playground', 'Gym', 'Swimming Pool', '24-Hour Security', 'Wading Pool']",5.0,3.0,condominium,879.95,516000.0,0.0017053206002728514,3,3,0,2,11
3440,2900000,ampang,kuala lumpur,3.0,freehold,unfurnished,3270.0,"['Kitchen Cabinet', 'Air Conditioner', 'Playground', 'Gym', 'Swimming Pool', '24-Hour Security']",4.0,2.0,condominium,886.85,966666.6666666666,0.0009174311926605505,3,3,0,2,11
3441,700000,kl sentral,kuala lumpur,2.0,freehold,fully furnished,898.0,[],1.0,2.0,condominium,779.51,350000.0,0.0022271714922048997,122,3,0,0,11
3442,310000,cheras,selangor,3.0,freehold,unfurnished,936.0,"['Kitchen Cabinet', 'Balcony', 'Bbq', 'Playground', 'Tennis Courts', 'Gym', 'Retail Stores', 'Swimming Pool', '24-Hour Security', 'Nursery', 'Badminton Court']",2.0,1.0,condominium,331.2,103333.33333333333,0.003205128205128205,67,13,0,2,11
3443,930000,jalan klang lama (old klang road),kuala lumpur,4.0,leasehold,partly furnished,1518.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony', 'Bath Tub', 'Bbq', 'Parking', 'Jogging Track', 'Playground', 'Business Centre', 'Gym', 'Retail Stores', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Jacuzzi', 'Sauna', 'Wading Pool', 'Basketball Court']",3.0,3.0,condominium,612.65,232500.0,0.002635046113306983,94,3,1,1,11
3445,490000,sentul,kuala lumpur,4.0,freehold,unfurnished,1355.0,"['Parking', 'Jogging Track', 'Playground', 'Tennis Courts', 'Gym', 'Retail Stores', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Jacuzzi', 'Sauna', 'Wading Pool', 'Cafe']",2.0,2.0,condominium,361.62,122500.0,0.002952029520295203,223,3,0,2,11
3446,830000,bukit jalil,kuala lumpur,4.0,freehold,unfurnished,1508.0,[],3.0,2.0,condominium,550.4,207500.0,0.002652519893899204,51,3,0,2,11
3447,658300,jalan klang lama (old klang road),kuala lumpur,2.0,freehold,partly furnished,958.0,"['Garden', 'Kitchen Cabinet', 'Air Conditioner', 'Bbq', 'Parking', 'Jogging Track', 'Playground', 'Tennis Courts', 'Business Centre', 'Gym', 'Retail Stores', 'Salon', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Jacuzzi', 'Cafe', 'Badminton Court', 'Bus Stop', 'Basketball Court']",2.0,2.0,condominium,687.16,329150.0,0.0020876826722338203,94,3,0,1,11
3448,800000,setapak,kuala lumpur,4.0,freehold,partly furnished,1869.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony', 'Bbq', 'Parking', 'Playground', 'Gym', 'Swimming Pool', '24-Hour Security', 'Jacuzzi', 'Wading Pool']",4.0,2.0,condominium,428.04,200000.0,0.002140181915462814,234,3,0,1,11
3449,401096,cyberjaya,selangor,3.0,freehold,partly furnished,1022.0,"['Kitchen Cabinet', 'Balcony', 'Air Conditioner', 'Bbq', 'Parking', 'Jogging Track', 'Playground', 'Gym', 'Swimming Pool', '24-Hour Security', 'Wading Pool', 'Badminton Court', 'Basketball Court']",2.0,2.0,condominium,392.46,133698.66666666666,0.0029354207436399216,69,13,0,1,11
3450,2300000,mont kiara,kuala lumpur,4.0,freehold,unfurnished,2411.0,['Bbq'],5.0,3.0,condominium,953.96,575000.0,0.0016590626296142678,166,3,0,2,11
3451,2450000,mont kiara,kuala lumpur,5.0,freehold,unfurnished,2906.0,"['Bbq', 'Parking', 'Jogging Track', 'Squash Court', 'Business Centre', 'Gym', 'Retail Stores', 'Swimming Pool', '24-Hour Security', 'Jacuzzi', 'Wading Pool']",6.0,3.0,condominium,843.08,490000.0,0.0017205781142463868,166,3,0,2,11
3452,2430000,mont kiara,kuala lumpur,5.0,freehold,partly furnished,3401.0,[],6.0,3.0,condominium,714.5,486000.0,0.001470155836518671,166,3,0,1,11
3455,450000,bandar sungai long,selangor,3.0,freehold,partly furnished,1152.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony']",2.0,1.0,condominium,390.63,150000.0,0.0026041666666666665,22,13,0,1,11
3456,945000,damansara perdana,selangor,4.0,leasehold,fully furnished,2377.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony', 'Bath Tub', 'Bbq', 'Parking', 'Playground', 'Squash Court', 'Tennis Courts', 'Gym', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Nursery', 'Sauna', 'Wading Pool']",3.0,2.0,condominium,397.56,236250.0,0.0016827934371055953,72,13,1,0,11
3457,630000,glenmarie,selangor,3.0,freehold,fully furnished,936.0,"['Kitchen Cabinet', 'Air Conditioner', 'Bbq', 'Parking', 'Jogging Track', 'Playground', 'Business Centre', 'Gym', 'Swimming Pool', '24-Hour Security', 'Nursery', 'Wading Pool', 'Cafe']",2.0,2.0,condominium,673.08,210000.0,0.003205128205128205,83,13,0,0,11
3458,3250000,sri hartamas,kuala lumpur,5.0,freehold,unfurnished,4000.0,"['Air Conditioner', 'Bath Tub', 'Kitchen Cabinet', 'Bbq', 'Parking', 'Playground', 'Squash Court', 'Tennis Courts', 'Gym', 'Swimming Pool', '24-Hour Security', 'Jacuzzi', 'Wading Pool', 'Cafe']",6.0,3.0,condominium,812.5,650000.0,0.00125,246,3,0,2,11
3459,2550000,mont kiara,kuala lumpur,4.0,freehold,unfurnished,3700.0,"['Bbq', 'Parking', 'Squash Court', 'Tennis Courts', 'Business Centre', 'Gym', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Jacuzzi', 'Sauna', 'Wading Pool']",5.0,3.0,condominium,689.19,637500.0,0.001081081081081081,166,3,0,2,11
3460,368000,cheras,kuala lumpur,3.0,freehold,fully furnished,810.0,"['Kitchen Cabinet', 'Air Conditioner', 'Parking', 'Jogging Track', 'Playground', 'Gym', 'Retail Stores', 'Swimming Pool', '24-Hour Security']",2.0,1.0,condominium,454.32,122666.66666666667,0.003703703703703704,67,3,0,0,11
3461,850000,bukit jalil,kuala lumpur,4.0,freehold,partly furnished,1335.0,"['Bbq', 'Playground', 'Tennis Courts', 'Gym', 'Swimming Pool', '24-Hour Security', 'Sauna', 'Wading Pool', 'Cafe']",3.0,2.0,condominium,636.7,212500.0,0.00299625468164794,51,3,0,1,11
3462,420000,petaling jaya,selangor,3.0,leasehold,fully furnished,1143.0,"['Kitchen Cabinet', 'Air Conditioner', 'Bbq', 'Gym', 'Swimming Pool', '24-Hour Security', 'Sauna', 'Cafe']",2.0,1.0,condominium,367.45,140000.0,0.0026246719160104987,189,13,1,0,11
3463,850000,bukit jalil,kuala lumpur,4.0,freehold,unfurnished,1508.0,"['Bbq', 'Playground', 'Tennis Courts', 'Gym', 'Swimming Pool', '24-Hour Security', 'Sauna', 'Wading Pool', 'Cafe']",3.0,2.0,condominium,563.66,212500.0,0.002652519893899204,51,3,0,2,11
3464,380000,kl city centre,kuala lumpur,3.0,leasehold,unfurnished,947.0,"['Balcony', 'Jogging Track', 'Playground', 'Gym', 'Retail Stores', 'Swimming Pool', '24-Hour Security']",2.0,2.0,condominium,401.27,126666.66666666667,0.0031678986272439284,120,3,1,2,11
3465,750000,bayan lepas,penang,3.0,freehold,fully furnished,1161.0,"['Kitchen Cabinet', 'Balcony', 'Air Conditioner', 'Bbq', 'Parking', 'Jogging Track', 'Playground', 'Gym', 'Swimming Pool', '24-Hour Security', 'Wading Pool']",2.0,2.0,condominium,645.99,250000.0,0.002583979328165375,39,7,0,0,11
3466,298000,subang jaya,selangor,3.0,freehold,unfurnished,920.0,"['Kitchen Cabinet', 'Bbq', 'Parking', 'Playground', 'Business Centre', 'Gym', 'Salon', 'Swimming Pool', '24-Hour Security', 'Jacuzzi', 'Sauna', 'Wading Pool', 'Badminton Court']",2.0,2.0,condominium,323.91,99333.33333333333,0.003260869565217391,249,13,0,2,11
3467,950000,bukit jalil,kuala lumpur,4.0,freehold,unfurnished,1506.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony', 'Bbq', 'Parking', 'Playground', 'Gym', 'Swimming Pool', '24-Hour Security', 'Jacuzzi', 'Wading Pool', 'Badminton Court']",2.0,2.0,condominium,630.81,237500.0,0.0026560424966799467,51,3,0,2,11
3469,900000,bayan lepas,penang,3.0,freehold,unfurnished,950.0,"['Air Conditioner', 'Balcony', 'Bbq', 'Parking', 'Playground', 'Gym', 'Swimming Pool', '24-Hour Security', 'Jacuzzi']",2.0,2.0,condominium,947.37,300000.0,0.003157894736842105,39,7,0,2,11
3471,183000,cheras,selangor,2.0,freehold,partly furnished,1099.0,['Balcony'],2.0,1.0,condominium,166.52,91500.0,0.0018198362147406734,67,13,0,1,11
3472,720000,tanjung bungah,penang,3.0,freehold,fully furnished,1520.0,"['Balcony', 'Kitchen Cabinet', 'Air Conditioner', 'Gym', 'Swimming Pool', '24-Hour Security', 'Wading Pool']",3.0,2.0,condominium,473.68,240000.0,0.001973684210526316,275,7,0,0,11
3473,750000,tanjung bungah,penang,4.0,freehold,partly furnished,1307.0,"['Air Conditioner', 'Balcony', 'Kitchen Cabinet', 'Gym', 'Swimming Pool', '24-Hour Security', 'Wading Pool']",3.0,2.0,condominium,573.83,187500.0,0.00306044376434583,275,7,0,1,11
3474,948000,jalan klang lama (old klang road),kuala lumpur,4.0,freehold,unfurnished,1518.0,"['Kitchen Cabinet', 'Garden', 'Garage', 'Balcony', 'Bath Tub', 'Air Conditioner', 'Bbq', 'Parking', 'Jogging Track', 'Playground', 'Squash Court', 'Tennis Courts', 'Business Centre', 'Gym', 'Retail Stores', 'Salon', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Jacuzzi', 'Nursery']",3.0,2.0,condominium,624.51,237000.0,0.002635046113306983,94,3,0,2,11
3478,950000,mont kiara,kuala lumpur,4.0,freehold,fully furnished,2034.0,"['Bbq', 'Playground', 'Squash Court', 'Tennis Courts', 'Gym', 'Retail Stores', 'Swimming Pool', '24-Hour Security', 'Sauna', 'Wading Pool', 'Cafe']",4.0,2.0,condominium,467.06,237500.0,0.0019665683382497543,166,3,0,0,11
3480,630000,cyberjaya,selangor,3.0,freehold,partly furnished,1367.0,"['Bbq', 'Parking', 'Playground', 'Gym', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Jacuzzi', 'Sauna', 'Wading Pool']",2.0,2.0,condominium,460.86,210000.0,0.0021945866861741038,69,13,0,1,11
3483,3000000,kl city centre,kuala lumpur,5.0,freehold,partly furnished,5160.0,"['Kitchen Cabinet', 'Bbq', 'Tennis Courts', 'Gym', 'Swimming Pool', '24-Hour Security', 'Wading Pool']",5.0,3.0,condominium,581.4,600000.0,0.0009689922480620155,120,3,0,1,11
3484,495000,subang jaya,selangor,3.0,freehold,partly furnished,1400.0,"['Kitchen Cabinet', 'Balcony', 'Air Conditioner', 'Parking', 'Swimming Pool', '24-Hour Security']",2.0,2.0,condominium,353.57,165000.0,0.002142857142857143,249,13,0,1,11
3486,1900000,tanjung tokong,penang,3.0,freehold,partly furnished,2146.0,"['Kitchen Cabinet', 'Balcony', 'Bath Tub', 'Air Conditioner', 'Bbq', 'Parking', 'Jogging Track', 'Playground', 'Tennis Courts', 'Gym', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Jacuzzi', 'Sauna', 'Wading Pool']",4.0,2.0,condominium,885.37,633333.3333333334,0.0013979496738117428,277,7,0,1,11
3488,738000,mutiara damansara,selangor,4.0,freehold,unfurnished,1206.0,"['Bbq', 'Parking', 'Jogging Track', 'Playground', 'Squash Court', 'Business Centre', 'Gym', 'Retail Stores', 'Swimming Pool', '24-Hour Security', 'Sauna', 'Wading Pool', 'Cafe']",2.0,2.0,condominium,611.94,184500.0,0.003316749585406302,169,13,0,2,11
3489,950000,damansara perdana,selangor,4.0,leasehold,fully furnished,2465.0,"['Kitchen Cabinet', 'Balcony', 'Air Conditioner', 'Bath Tub', 'Bbq', 'Parking', 'Playground', 'Squash Court', 'Tennis Courts', 'Gym', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Nursery', 'Sauna', 'Wading Pool']",3.0,2.0,condominium,385.4,237500.0,0.0016227180527383367,72,13,1,0,11
3490,949000,damansara perdana,selangor,4.0,leasehold,partly furnished,2200.0,"['Balcony', 'Air Conditioner', 'Bbq', 'Parking', 'Playground', 'Tennis Courts', 'Business Centre', 'Gym', 'Retail Stores', 'Swimming Pool', '24-Hour Security', 'Nursery', 'Sauna', 'Wading Pool', 'Cafe']",3.0,2.0,condominium,431.36,237250.0,0.0018181818181818182,72,13,1,1,11
3491,1680000,mont kiara,kuala lumpur,4.0,freehold,fully furnished,1828.0,"['Kitchen Cabinet', 'Balcony', 'Air Conditioner', 'Bbq', 'Parking', 'Playground', 'Squash Court', 'Gym', 'Swimming Pool', '24-Hour Security', 'Jacuzzi', 'Sauna']",4.0,2.0,condominium,919.04,420000.0,0.002188183807439825,166,3,0,0,11
3493,1890000,mont kiara,kuala lumpur,5.0,freehold,partly furnished,2552.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony', 'Bbq', 'Parking', 'Jogging Track', 'Playground', 'Squash Court', 'Tennis Courts', 'Gym', 'Salon', 'Swimming Pool', '24-Hour Security', 'Nursery', 'Sauna', 'Wading Pool', 'Badminton Court', 'Basketball Court']",5.0,2.0,condominium,740.6,378000.0,0.001959247648902821,166,3,0,1,11
3494,1100000,petaling jaya,selangor,6.0,freehold,unfurnished,3160.0,"['Balcony', 'Air Conditioner', 'Parking', 'Playground', 'Tennis Courts', 'Gym', 'Swimming Pool', '24-Hour Security', 'Badminton Court']",5.0,4.0,condominium,348.1,183333.33333333334,0.0018987341772151898,189,13,0,2,11
3495,688000,bukit jalil,kuala lumpur,3.0,leasehold,fully furnished,1023.0,"['Kitchen Cabinet', 'Air Conditioner', 'Bbq', 'Jogging Track', 'Playground', 'Gym', 'Swimming Pool', '24-Hour Security', 'Wading Pool', 'Badminton Court', 'Basketball Court']",3.0,2.0,condominium,672.53,229333.33333333334,0.002932551319648094,51,3,1,0,11
3500,3000000,kl city centre,kuala lumpur,5.0,freehold,partly furnished,3800.0,"['Parking', 'Gym', 'Swimming Pool', '24-Hour Security']",6.0,3.0,condominium,789.47,600000.0,0.0013157894736842105,120,3,0,1,11
3501,950000,taman tun dr ismail,kuala lumpur,3.0,freehold,partly furnished,1450.0,"['Bbq', 'Parking', 'Playground', 'Squash Court', 'Tennis Courts', 'Gym', 'Swimming Pool', '24-Hour Security', 'Jacuzzi', 'Nursery', 'Sauna', 'Wading Pool']",2.0,1.0,condominium,655.17,316666.6666666667,0.0020689655172413794,267,3,0,1,11
3502,750000,jelutong,penang,3.0,leasehold,unfurnished,1109.0,"['Balcony', 'Kitchen Cabinet', 'Bbq', 'Parking', 'Playground', 'Gym', 'Swimming Pool', '24-Hour Security', 'Jacuzzi', 'Wading Pool', 'Basketball Court']",2.0,2.0,condominium,676.28,250000.0,0.002705139765554554,97,7,1,2,11
3506,2580000,seputeh,kuala lumpur,5.0,freehold,partly furnished,2680.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony', 'Bath Tub', 'Bbq', 'Parking', 'Playground', 'Gym', 'Swimming Pool', '24-Hour Security', 'Jacuzzi', 'Wading Pool']",5.0,3.0,condominium,962.69,516000.0,0.0018656716417910447,225,3,0,1,11
3511,900000,desa parkcity,kuala lumpur,2.0,freehold,fully furnished,969.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony', 'Bbq', 'Parking', 'Playground', 'Tennis Courts', 'Gym', 'Swimming Pool', '24-Hour Security', 'Wading Pool']",1.0,1.0,condominium,928.79,450000.0,0.0020639834881320948,74,3,0,0,11
3514,1350000,mont kiara,kuala lumpur,4.0,freehold,partly furnished,2200.0,"['Parking', 'Playground', 'Squash Court', 'Tennis Courts', 'Gym', 'Swimming Pool', 'Wading Pool']",3.0,2.0,condominium,613.64,337500.0,0.0018181818181818182,166,3,0,1,11
3515,2057800,tropicana,selangor,4.0,leasehold,partly furnished,2325.0,"['Air Conditioner', 'Balcony', 'Bath Tub', 'Kitchen Cabinet', 'Garden']",4.0,3.0,condominium,885.08,514450.0,0.0017204301075268817,289,13,1,1,11
3518,1050000,mont kiara,kuala lumpur,5.0,freehold,fully furnished,2011.0,"['Bbq', 'Playground', 'Squash Court', 'Tennis Courts', 'Gym', 'Retail Stores', 'Swimming Pool', '24-Hour Security', 'Sauna', 'Wading Pool', 'Cafe']",4.0,2.0,condominium,522.13,210000.0,0.002486325211337643,166,3,0,0,11
3519,440000,dutamas,kuala lumpur,3.0,freehold,partly furnished,1450.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony', 'Bbq', 'Parking', 'Jogging Track', 'Playground', 'Squash Court', 'Tennis Courts', 'Gym', 'Retail Stores', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Nursery', 'Sauna', 'Wading Pool', 'Cafe', 'Badminton Court']",2.0,1.0,condominium,303.45,146666.66666666666,0.0020689655172413794,78,3,0,1,11
3520,620000,bukit jalil,kuala lumpur,4.0,leasehold,unfurnished,1454.0,"['Bbq', 'Parking', 'Jogging Track', 'Squash Court', 'Tennis Courts', 'Business Centre', 'Gym', 'Retail Stores', 'Salon', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Jacuzzi', 'Nursery', 'Sauna', 'Wading Pool', 'Cafe']",3.0,2.0,condominium,426.41,155000.0,0.002751031636863824,51,3,1,2,11
3521,1300000,mont kiara,kuala lumpur,4.0,freehold,partly furnished,2200.0,"['Kitchen Cabinet', 'Air Conditioner', 'Bath Tub', 'Bbq', 'Parking', 'Playground', 'Squash Court', 'Tennis Courts', 'Gym', 'Swimming Pool', 'Wading Pool']",3.0,2.0,condominium,590.91,325000.0,0.0018181818181818182,166,3,0,1,11
