,Price,District,State,Bedrooms,Tenure,Furnished Type,Size,Facilities,Bathrooms,Car Slots,House Type,Price per sqft,Price per Bedroom,Room Density
6035,618000,bandar sri damansara,selangor,3.0,freehold,unfurnished,1300.0,[],2.0,2.0,1-sty terrace/link house,475.38,206000.0,0.002307692307692308
6036,860000,shah alam,selangor,4.0,freehold,unfurnished,2300.0,"['Jogging Track', 'Playground', '24-Hour Security', 'Basketball Court']",4.0,2.0,1-sty terrace/link house,373.91,215000.0,0.0017391304347826088
6037,408000,kulai,johor,3.0,freehold,unfurnished,1540.0,[],2.0,2.0,1-sty terrace/link house,264.94,136000.0,0.001948051948051948
6038,1100000,petaling jaya,selangor,3.0,freehold,unfurnished,1500.0,"['Kitchen Cabinet', 'Air Conditioner', 'Garden']",3.0,4.0,1-sty terrace/link house,733.33,366666.6666666667,0.002
6040,700000,petaling jaya,selangor,3.0,freehold,unfurnished,1430.0,['Playground'],2.0,2.0,1-sty terrace/link house,489.51,233333.33333333334,0.002097902097902098
6041,760000,petaling jaya,selangor,3.0,freehold,unfurnished,1430.0,[],2.0,1.0,1-sty terrace/link house,531.47,253333.33333333334,0.002097902097902098
6042,1350000,bangsar,kuala lumpur,4.0,freehold,unfurnished,1900.0,"['Business Centre', 'Cafe', 'Bus Stop']",2.0,2.0,1-sty terrace/link house,710.53,337500.0,0.002105263157894737
6043,790000,cheras,selangor,4.0,freehold,partly furnished,1400.0,"['24-Hour Security', 'Playground', 'Sauna']",3.0,2.0,1-sty terrace/link house,564.29,197500.0,0.002857142857142857
6044,1380000,taman tun dr ismail,kuala lumpur,3.0,freehold,unfurnished,1700.0,"['Kitchen Cabinet', 'Garden']",2.0,2.0,1-sty terrace/link house,811.76,460000.0,0.0017647058823529412
6046,1380000,bangsar,kuala lumpur,4.0,freehold,partly furnished,1760.0,"['Kitchen Cabinet', 'Air Conditioner']",2.0,2.0,1-sty terrace/link house,784.09,345000.0,0.0022727272727272726
6047,1380000,bangsar,kuala lumpur,4.0,freehold,unfurnished,1916.0,[],2.0,2.0,1-sty terrace/link house,720.25,345000.0,0.0020876826722338203
6048,738000,petaling jaya,selangor,3.0,leasehold,unfurnished,1350.0,"['Kitchen Cabinet', 'Air Conditioner']",2.0,2.0,1-sty terrace/link house,546.67,246000.0,0.0022222222222222222
6049,900000,ayer itam,penang,3.0,freehold,unfurnished,1300.0,['Garden'],2.0,2.0,1-sty terrace/link house,692.31,300000.0,0.002307692307692308
6050,775000,ayer itam,penang,3.0,freehold,unfurnished,1000.0,[],1.0,2.0,1-sty terrace/link house,775.0,258333.33333333334,0.003
6051,1450000,taman tun dr ismail,kuala lumpur,3.0,freehold,unfurnished,1600.0,"['Kitchen Cabinet', 'Air Conditioner', 'Garden']",3.0,1.0,1-sty terrace/link house,906.25,483333.3333333333,0.001875
6052,375008,seremban,negeri sembilan,3.0,freehold,unfurnished,1100.0,"['Air Conditioner', 'Kitchen Cabinet']",2.0,2.0,1-sty terrace/link house,340.92,125002.66666666667,0.0027272727272727275
6053,330000,muadzam shah,pahang,3.0,leasehold,unfurnished,3110.0,[],2.0,2.0,1-sty terrace/link house,106.11,110000.0,0.0009646302250803858
6054,485000,pasir gudang,johor,3.0,freehold,unfurnished,2000.0,[],3.0,2.0,1-sty terrace/link house,242.5,161666.66666666666,0.0015
6055,698000,skudai,johor,3.0,freehold,unfurnished,1540.0,[],1.0,2.0,1-sty terrace/link house,453.25,232666.66666666666,0.001948051948051948
6056,179000,lukut,negeri sembilan,3.0,leasehold,unfurnished,800.0,[],2.0,2.0,1-sty terrace/link house,223.75,59666.666666666664,0.00375
6057,1290000,bangsar,kuala lumpur,4.0,leasehold,unfurnished,1560.0,[],2.0,1.0,1-sty terrace/link house,826.92,322500.0,0.002564102564102564
6058,1260000,bangsar,kuala lumpur,4.0,freehold,unfurnished,1560.0,[],2.0,1.0,1-sty terrace/link house,807.69,315000.0,0.002564102564102564
6059,645000,johor bahru,johor,3.0,freehold,unfurnished,1540.0,[],1.0,2.0,1-sty terrace/link house,418.83,215000.0,0.001948051948051948
6060,880000,jimah,negeri sembilan,4.0,freehold,fully furnished,3000.0,[],3.0,6.0,1-sty terrace/link house,293.33,220000.0,0.0013333333333333333
6061,348000,seremban,negeri sembilan,3.0,freehold,unfurnished,1000.0,[],2.0,2.0,1-sty terrace/link house,348.0,116000.0,0.003
6062,310000,seremban 2,negeri sembilan,3.0,freehold,unfurnished,1000.0,[],2.0,2.0,1-sty terrace/link house,310.0,103333.33333333333,0.003
6063,650000,johor bahru,johor,3.0,freehold,unfurnished,1540.0,[],1.0,2.0,1-sty terrace/link house,422.08,216666.66666666666,0.001948051948051948
6064,489000,kuching,sarawak,3.0,leasehold,unfurnished,1010.0,[],2.0,2.0,1-sty terrace/link house,484.16,163000.0,0.0029702970297029703
6065,359000,skudai,johor,3.0,leasehold,unfurnished,1040.0,[],2.0,2.0,1-sty terrace/link house,345.19,119666.66666666667,0.0028846153846153848
6066,700000,seri kembangan,selangor,3.0,leasehold,unfurnished,1000.0,[],2.0,2.0,1-sty terrace/link house,700.0,233333.33333333334,0.003
6067,588000,melaka city,melaka,4.0,freehold,unfurnished,1388.0,"['Kitchen Cabinet', 'Parking']",4.0,2.0,1-sty terrace/link house,423.63,147000.0,0.002881844380403458
6068,509000,skudai,johor,5.0,freehold,unfurnished,1800.0,['Kitchen Cabinet'],2.0,2.0,1-sty terrace/link house,282.78,101800.0,0.002777777777777778
6069,710000,kepong,kuala lumpur,3.0,freehold,unfurnished,1000.0,[],2.0,2.0,1-sty terrace/link house,710.0,236666.66666666666,0.003
6070,720000,petaling jaya,selangor,3.0,freehold,unfurnished,1200.0,[],2.0,2.0,1-sty terrace/link house,600.0,240000.0,0.0025
6071,441000,kuching,sarawak,3.0,leasehold,unfurnished,1130.0,[],2.0,2.0,1-sty terrace/link house,390.27,147000.0,0.002654867256637168
6072,1400000,taman tun dr ismail,kuala lumpur,3.0,freehold,unfurnished,1600.0,"['Kitchen Cabinet', 'Air Conditioner', 'Garden']",2.0,2.0,1-sty terrace/link house,875.0,466666.6666666667,0.001875
6073,310000,sungai karang,pahang,3.0,freehold,unfurnished,3048.0,"['Garage', 'Kitchen Cabinet', 'Air Conditioner', 'Balcony']",2.0,4.0,1-sty terrace/link house,101.71,103333.33333333333,0.000984251968503937
6074,860000,bandar kinrara,selangor,3.0,freehold,unfurnished,1500.0,"['Kitchen Cabinet', 'Air Conditioner', 'Garage', 'Garden']",2.0,2.0,1-sty terrace/link house,573.33,286666.6666666667,0.002
6075,790000,kepong,kuala lumpur,3.0,freehold,unfurnished,1100.0,[],2.0,2.0,1-sty terrace/link house,718.18,263333.3333333333,0.0027272727272727275
6077,790000,kepong,kuala lumpur,3.0,leasehold,unfurnished,1200.0,[],2.0,2.0,1-sty terrace/link house,658.33,263333.3333333333,0.0025
6078,700000,kl city centre,kuala lumpur,3.0,leasehold,unfurnished,1250.0,"['Balcony', 'Air Conditioner', 'Bbq', 'Parking', 'Playground', 'Business Centre', 'Gym', 'Swimming Pool', '24-Hour Security', 'Sauna']",3.0,2.0,1-sty terrace/link house,560.0,233333.33333333334,0.0024
6079,480000,cheras,selangor,3.0,freehold,unfurnished,1000.0,"['Kitchen Cabinet', 'Jogging Track']",2.0,2.0,1-sty terrace/link house,480.0,160000.0,0.003
6080,920000,johor bahru,johor,9.0,freehold,partly furnished,2438.0,[],9.0,2.0,1-sty terrace/link house,377.36,102222.22222222222,0.0036915504511894994
6081,188000,penor,pahang,3.0,leasehold,unfurnished,880.0,"['Jogging Track', 'Playground', 'Gym', 'Swimming Pool', 'Clubhouse', 'Badminton Court']",2.0,2.0,1-sty terrace/link house,213.64,62666.666666666664,0.003409090909090909
6082,1050000,kajang,selangor,6.0,freehold,unfurnished,5283.0,[],5.0,2.0,1-sty terrace/link house,198.75,175000.0,0.001135718341851221
6084,198000,bota,perak,3.0,freehold,unfurnished,1000.0,[],2.0,2.0,1-sty terrace/link house,198.0,66000.0,0.003
6085,1150000,kepong,kuala lumpur,3.0,freehold,unfurnished,1300.0,"['Garage', '24-Hour Security']",5.0,2.0,1-sty terrace/link house,884.62,383333.3333333333,0.002307692307692308
6086,428000,kuching,sarawak,3.0,leasehold,unfurnished,1765.0,[],2.0,2.0,1-sty terrace/link house,242.49,142666.66666666666,0.0016997167138810198
6087,1300000,setia alam,selangor,4.0,freehold,unfurnished,2100.0,"['Parking', 'Playground', '24-Hour Security']",4.0,2.0,1-sty terrace/link house,619.05,325000.0,0.0019047619047619048
6088,1350000,bangsar,kuala lumpur,4.0,freehold,unfurnished,1900.0,"['Kitchen Cabinet', 'Garage', 'Air Conditioner', 'Parking', 'Business Centre', 'Retail Stores', 'Cafe', 'Bus Stop']",2.0,2.0,1-sty terrace/link house,710.53,337500.0,0.002105263157894737
6091,260000,krubong,melaka,3.0,leasehold,unfurnished,800.0,[],2.0,2.0,1-sty terrace/link house,325.0,86666.66666666667,0.00375
6092,178000,kuala terengganu,terengganu,3.0,freehold,unfurnished,1184.0,[],2.0,2.0,1-sty terrace/link house,150.34,59333.333333333336,0.002533783783783784
6093,450000,sungai karang,pahang,4.0,freehold,unfurnished,4789.0,"['Kitchen Cabinet', 'Garage', 'Air Conditioner', 'Balcony', 'Playground', 'Bbq', 'Parking', 'Jogging Track']",3.0,4.0,1-sty terrace/link house,93.97,112500.0,0.0008352474420547087
6094,468000,petaling jaya,selangor,2.0,leasehold,unfurnished,1200.0,[],1.0,1.0,1-sty terrace/link house,390.0,234000.0,0.0016666666666666668
6095,475000,klang,selangor,3.0,leasehold,unfurnished,1765.0,[],2.0,2.0,1-sty terrace/link house,269.12,158333.33333333334,0.0016997167138810198
6096,598000,subang jaya,selangor,4.0,leasehold,unfurnished,1600.0,"['Jogging Track', 'Playground', 'Retail Stores', '24-Hour Security', 'Nursery']",3.0,2.0,1-sty terrace/link house,373.75,149500.0,0.0025
6097,258800,ipoh,perak,3.0,leasehold,unfurnished,1200.0,"['Garage', 'Bbq', 'Parking', 'Jogging Track', 'Playground', 'Business Centre', 'Nursery', 'Badminton Court', 'Bus Stop']",2.0,2.0,1-sty terrace/link house,215.67,86266.66666666667,0.0025
6098,790000,petaling jaya,selangor,4.0,freehold,unfurnished,1760.0,['Kitchen Cabinet'],2.0,2.0,1-sty terrace/link house,448.86,197500.0,0.0022727272727272726
6099,488000,johor bahru,johor,3.0,freehold,unfurnished,1300.0,[],2.0,2.0,1-sty terrace/link house,375.38,162666.66666666666,0.002307692307692308
6100,340000,bentong,pahang,3.0,freehold,unfurnished,1296.0,"['Bbq', 'Parking', 'Playground']",2.0,2.0,1-sty terrace/link house,262.35,113333.33333333333,0.0023148148148148147
6101,275000,ipoh,perak,3.0,leasehold,unfurnished,1400.0,[],2.0,2.0,1-sty terrace/link house,196.43,91666.66666666667,0.002142857142857143
6102,1250000,taman tun dr ismail,kuala lumpur,3.0,freehold,unfurnished,1600.0,"['Kitchen Cabinet', 'Air Conditioner', 'Garden']",2.0,2.0,1-sty terrace/link house,781.25,416666.6666666667,0.001875
6103,260000,sungai karang,pahang,3.0,leasehold,unfurnished,1400.0,[],2.0,2.0,1-sty terrace/link house,185.71,86666.66666666667,0.002142857142857143
6104,300000,kuantan,pahang,3.0,leasehold,unfurnished,1400.0,[],2.0,2.0,1-sty terrace/link house,214.29,100000.0,0.002142857142857143
6105,360000,sungai karang,pahang,3.0,freehold,unfurnished,3670.0,[],2.0,3.0,1-sty terrace/link house,98.09,120000.0,0.0008174386920980927
6106,780000,jalan klang lama (old klang road),kuala lumpur,4.0,freehold,unfurnished,2400.0,[],2.0,2.0,1-sty terrace/link house,325.0,195000.0,0.0016666666666666668
6107,315008,seremban,negeri sembilan,3.0,freehold,unfurnished,1097.0,"['Parking', 'Playground', 'Retail Stores', '24-Hour Security']",2.0,2.0,1-sty terrace/link house,287.15,105002.66666666667,0.0027347310847766638
6108,428000,ulu tiram,johor,3.0,freehold,unfurnished,1074.0,"['Kitchen Cabinet', 'Air Conditioner', 'Parking']",2.0,2.0,1-sty terrace/link house,398.51,142666.66666666666,0.002793296089385475
6110,550000,setapak,kuala lumpur,7.0,freehold,unfurnished,1400.0,[],2.0,2.0,1-sty terrace/link house,392.86,78571.42857142857,0.005
6111,550000,setapak,kuala lumpur,3.0,freehold,unfurnished,1400.0,[],2.0,1.0,1-sty terrace/link house,392.86,183333.33333333334,0.002142857142857143
6112,750000,setapak,kuala lumpur,3.0,freehold,unfurnished,1200.0,[],2.0,2.0,1-sty terrace/link house,625.0,250000.0,0.0025
6113,550000,setapak,kuala lumpur,3.0,freehold,unfurnished,1200.0,[],1.0,2.0,1-sty terrace/link house,458.33,183333.33333333334,0.0025
6114,325000,sungai buloh,selangor,4.0,leasehold,unfurnished,1400.0,[],2.0,2.0,1-sty terrace/link house,232.14,81250.0,0.002857142857142857
6115,500000,cheras,kuala lumpur,3.0,freehold,unfurnished,1000.0,['Kitchen Cabinet'],2.0,2.0,1-sty terrace/link house,500.0,166666.66666666666,0.003
6116,430000,cheras,selangor,4.0,freehold,partly furnished,1700.0,[],2.0,3.0,1-sty terrace/link house,252.94,107500.0,0.002352941176470588
6117,799000,klang,selangor,5.0,freehold,partly furnished,2900.0,['Kitchen Cabinet'],3.0,5.0,1-sty terrace/link house,275.52,159800.0,0.0017241379310344827
6118,680000,petaling jaya,selangor,3.0,leasehold,partly furnished,1100.0,"['Parking', 'Business Centre', 'Gym', 'Retail Stores']",2.0,2.0,1-sty terrace/link house,618.18,226666.66666666666,0.0027272727272727275
6119,778000,kepong,kuala lumpur,3.0,freehold,unfurnished,1100.0,[],2.0,2.0,1-sty terrace/link house,707.27,259333.33333333334,0.0027272727272727275
6120,388000,chemor,perak,3.0,leasehold,unfurnished,2854.0,[],2.0,2.0,1-sty terrace/link house,135.95,129333.33333333333,0.001051156271899089
6121,780000,melaka city,melaka,4.0,freehold,unfurnished,2200.0,[],3.0,2.0,1-sty terrace/link house,354.55,195000.0,0.0018181818181818182
6122,510000,ipoh,perak,3.0,freehold,unfurnished,1700.0,"['Air Conditioner', 'Garden', 'Parking']",1.0,3.0,1-sty terrace/link house,300.0,170000.0,0.0017647058823529412
6123,1300000,petaling jaya,selangor,4.0,freehold,unfurnished,1600.0,[],3.0,2.0,1-sty terrace/link house,812.5,325000.0,0.0025
6124,750000,jalan klang lama (old klang road),kuala lumpur,4.0,freehold,partly furnished,1200.0,[],2.0,2.0,1-sty terrace/link house,625.0,187500.0,0.0033333333333333335
6125,200000,ipoh,perak,3.0,leasehold,unfurnished,1200.0,[],2.0,2.0,1-sty terrace/link house,166.67,66666.66666666667,0.0025
6126,498000,skudai,johor,3.0,freehold,unfurnished,1540.0,[],2.0,2.0,1-sty terrace/link house,323.38,166000.0,0.001948051948051948
6127,278000,kluang,johor,3.0,freehold,unfurnished,1540.0,[],2.0,2.0,1-sty terrace/link house,180.52,92666.66666666667,0.001948051948051948
6128,430000,skudai,johor,3.0,freehold,unfurnished,1400.0,"['Kitchen Cabinet', 'Garage', 'Parking', 'Jogging Track']",2.0,2.0,1-sty terrace/link house,307.14,143333.33333333334,0.002142857142857143
6129,368000,skudai,johor,3.0,freehold,unfurnished,1040.0,[],2.0,2.0,1-sty terrace/link house,353.85,122666.66666666667,0.0028846153846153848
6130,840000,shah alam,selangor,5.0,freehold,unfurnished,2400.0,['Playground'],3.0,2.0,1-sty terrace/link house,350.0,168000.0,0.0020833333333333333
6131,458000,kulai,johor,4.0,freehold,unfurnished,1400.0,[],2.0,1.0,1-sty terrace/link house,327.14,114500.0,0.002857142857142857
6132,750000,cheras,kuala lumpur,3.0,freehold,unfurnished,1940.0,[],2.0,4.0,1-sty terrace/link house,386.6,250000.0,0.0015463917525773195
6133,490000,kepong,selangor,3.0,leasehold,unfurnished,1430.0,[],2.0,2.0,1-sty terrace/link house,342.66,163333.33333333334,0.002097902097902098
6134,710000,kepong,kuala lumpur,3.0,freehold,unfurnished,1100.0,"['Kitchen Cabinet', 'Playground', 'Parking']",2.0,2.0,1-sty terrace/link house,645.45,236666.66666666666,0.0027272727272727275
6135,650000,jalan klang lama (old klang road),kuala lumpur,3.0,freehold,unfurnished,1000.0,[],2.0,2.0,1-sty terrace/link house,650.0,216666.66666666666,0.003
6136,810000,petaling jaya,selangor,3.0,leasehold,unfurnished,1600.0,['Playground'],2.0,2.0,1-sty terrace/link house,506.25,270000.0,0.001875
6137,490000,bayan baru,penang,3.0,leasehold,unfurnished,1000.0,[],2.0,2.0,1-sty terrace/link house,490.0,163333.33333333334,0.003
6138,300000,nilai,negeri sembilan,4.0,leasehold,unfurnished,1100.0,"['Parking', 'Jogging Track', 'Playground']",2.0,2.0,1-sty terrace/link house,272.73,75000.0,0.0036363636363636364
6139,598000,seremban 2,negeri sembilan,3.0,freehold,unfurnished,1300.0,"['Parking', 'Playground', 'Basketball Court']",2.0,2.0,1-sty terrace/link house,460.0,199333.33333333334,0.002307692307692308
6140,1380000,taman desa,kuala lumpur,4.0,freehold,unfurnished,2300.0,[],3.0,2.0,1-sty terrace/link house,600.0,345000.0,0.0017391304347826088
6141,868000,seri kembangan,selangor,5.0,leasehold,unfurnished,1500.0,"['Kitchen Cabinet', 'Air Conditioner', '24-Hour Security']",2.0,2.0,1-sty terrace/link house,578.67,173600.0,0.0033333333333333335
6142,530000,butterworth,penang,3.0,freehold,unfurnished,900.0,[],2.0,2.0,1-sty terrace/link house,588.89,176666.66666666666,0.0033333333333333335
6143,1100000,kepong,kuala lumpur,4.0,leasehold,unfurnished,2700.0,['Parking'],2.0,3.0,1-sty terrace/link house,407.41,275000.0,0.0014814814814814814
6144,1350000,jalan klang lama (old klang road),kuala lumpur,5.0,leasehold,partly furnished,2800.0,"['Kitchen Cabinet', 'Air Conditioner', 'Parking']",3.0,4.0,1-sty terrace/link house,482.14,270000.0,0.0017857142857142857
6145,370000,bandar sri sendayan,negeri sembilan,3.0,freehold,partly furnished,1400.0,"['Kitchen Cabinet', 'Air Conditioner', 'Garden']",2.0,2.0,1-sty terrace/link house,264.29,123333.33333333333,0.002142857142857143
6146,780000,jalan klang lama (old klang road),kuala lumpur,3.0,freehold,unfurnished,1500.0,['Kitchen Cabinet'],3.0,2.0,1-sty terrace/link house,520.0,260000.0,0.002
6147,645000,klang,selangor,3.0,freehold,unfurnished,990.0,[],2.0,2.0,1-sty terrace/link house,651.52,215000.0,0.0030303030303030303
6148,528000,petaling jaya,selangor,3.0,leasehold,unfurnished,1300.0,[],2.0,2.0,1-sty terrace/link house,406.15,176000.0,0.002307692307692308
6149,350000,kulim,kedah,3.0,freehold,unfurnished,1100.0,[],2.0,2.0,1-sty terrace/link house,318.18,116666.66666666667,0.0027272727272727275
6150,460000,kuching,sarawak,4.0,leasehold,unfurnished,1977.0,['Garage'],2.0,2.0,1-sty terrace/link house,232.68,115000.0,0.0020232675771370764
6151,1380000,taman tun dr ismail,kuala lumpur,3.0,freehold,unfurnished,1600.0,"['Kitchen Cabinet', 'Bath Tub', 'Garden', 'Air Conditioner']",2.0,2.0,1-sty terrace/link house,862.5,460000.0,0.001875
6152,1300000,taman tun dr ismail,kuala lumpur,4.0,freehold,unfurnished,1600.0,"['Kitchen Cabinet', 'Air Conditioner', 'Garden']",2.0,2.0,1-sty terrace/link house,812.5,325000.0,0.0025
6153,256000,kluang,johor,3.0,freehold,unfurnished,1650.0,[],2.0,2.0,1-sty terrace/link house,155.15,85333.33333333333,0.0018181818181818182
6154,478000,bukit baru,melaka,3.0,freehold,unfurnished,1500.0,[],2.0,2.0,1-sty terrace/link house,318.67,159333.33333333334,0.002
6155,690000,subang jaya,selangor,3.0,freehold,unfurnished,1650.0,['Kitchen Cabinet'],2.0,2.0,1-sty terrace/link house,418.18,230000.0,0.0018181818181818182
6156,250000,kuala pilah,negeri sembilan,3.0,freehold,unfurnished,1100.0,[],2.0,2.0,1-sty terrace/link house,227.27,83333.33333333333,0.0027272727272727275
6157,323000,mantin,negeri sembilan,4.0,freehold,unfurnished,1200.0,[],2.0,2.0,1-sty terrace/link house,269.17,80750.0,0.0033333333333333335
6158,348000,port dickson,negeri sembilan,3.0,freehold,unfurnished,1200.0,"['Garage', 'Garden']",2.0,2.0,1-sty terrace/link house,290.0,116000.0,0.0025
6159,760000,kota damansara,selangor,3.0,leasehold,unfurnished,1200.0,"['Kitchen Cabinet', 'Air Conditioner', 'Garden', 'Playground', '24-Hour Security']",2.0,2.0,1-sty terrace/link house,633.33,253333.33333333334,0.0025
6160,405000,klang,selangor,3.0,freehold,unfurnished,1300.0,['Parking'],2.0,2.0,1-sty terrace/link house,311.54,135000.0,0.002307692307692308
6161,438000,klang,selangor,3.0,freehold,unfurnished,850.0,['Parking'],3.0,2.0,1-sty terrace/link house,515.29,146000.0,0.0035294117647058825
6162,510000,kepong,kuala lumpur,3.0,leasehold,unfurnished,1430.0,[],2.0,3.0,1-sty terrace/link house,356.64,170000.0,0.002097902097902098
6163,610000,seremban 2,negeri sembilan,3.0,freehold,unfurnished,1300.0,"['Garden', 'Parking', 'Playground']",2.0,2.0,1-sty terrace/link house,469.23,203333.33333333334,0.002307692307692308
6164,698000,skudai,johor,4.0,freehold,unfurnished,1980.0,[],3.0,3.0,1-sty terrace/link house,352.53,174500.0,0.00202020202020202
6165,344600,ayer keroh,melaka,4.0,freehold,unfurnished,1514.0,[],2.0,2.0,1-sty terrace/link house,227.61,86150.0,0.002642007926023778
6166,282000,bukit lintang,melaka,4.0,malay reserved land,unfurnished,1134.0,[],2.0,2.0,1-sty terrace/link house,248.68,70500.0,0.003527336860670194
6167,588000,ujong pasir,melaka,4.0,freehold,unfurnished,1584.0,[],4.0,2.0,1-sty terrace/link house,371.21,147000.0,0.0025252525252525255
6168,608000,skudai,johor,3.0,freehold,unfurnished,1450.0,[],2.0,2.0,1-sty terrace/link house,419.31,202666.66666666666,0.0020689655172413794
6169,298000,alor setar,kedah,3.0,freehold,unfurnished,900.0,[],2.0,2.0,1-sty terrace/link house,331.0,99333.33333333333,0.0033333333333333335
6170,265000,port dickson,negeri sembilan,4.0,freehold,unfurnished,1650.0,[],2.0,2.0,1-sty terrace/link house,160.61,66250.0,0.0024242424242424242
6171,199000,port dickson,negeri sembilan,2.0,freehold,unfurnished,900.0,[],3.0,2.0,1-sty terrace/link house,221.11,99500.0,0.0022222222222222222
6172,225000,senawang,negeri sembilan,3.0,freehold,unfurnished,800.0,[],1.0,2.0,1-sty terrace/link house,281.25,75000.0,0.00375
6173,480000,sri gading,johor,3.0,freehold,partly furnished,1060.0,[],2.0,2.0,1-sty terrace/link house,452.83,160000.0,0.002830188679245283
6174,450000,bukit mertajam,penang,3.0,freehold,unfurnished,800.0,[],2.0,2.0,1-sty terrace/link house,562.5,150000.0,0.00375
6175,538000,johor bahru,johor,3.0,freehold,unfurnished,1000.0,"['Kitchen Cabinet', 'Air Conditioner']",2.0,2.0,1-sty terrace/link house,538.0,179333.33333333334,0.003
6176,550000,iskandar puteri (nusajaya),johor,3.0,freehold,unfurnished,1400.0,[],2.0,2.0,1-sty terrace/link house,392.86,183333.33333333334,0.002142857142857143
6177,650000,jalan ipoh,kuala lumpur,3.0,freehold,unfurnished,1440.0,[],2.0,2.0,1-sty terrace/link house,451.39,216666.66666666666,0.0020833333333333333
6179,630000,jalan klang lama (old klang road),kuala lumpur,4.0,freehold,partly furnished,2000.0,[],3.0,2.0,1-sty terrace/link house,315.0,157500.0,0.002
6180,330000,bukit mertajam,penang,3.0,freehold,unfurnished,700.0,[],2.0,2.0,1-sty terrace/link house,471.43,110000.0,0.004285714285714286
6181,2250000,tanjung tokong,penang,6.0,freehold,partly furnished,3400.0,"['Air Conditioner', 'Kitchen Cabinet', 'Balcony', 'Bath Tub']",4.0,2.0,1-sty terrace/link house,661.76,375000.0,0.0017647058823529412
6182,450000,chemor,perak,4.0,freehold,unfurnished,900.0,[],3.0,2.0,1-sty terrace/link house,500.0,112500.0,0.0044444444444444444
6183,790000,petaling jaya,selangor,4.0,freehold,unfurnished,1600.0,"['Kitchen Cabinet', 'Air Conditioner', '24-Hour Security']",2.0,2.0,1-sty terrace/link house,493.75,197500.0,0.0025
6184,650000,jalan klang lama (old klang road),kuala lumpur,3.0,freehold,partly furnished,1540.0,"['Kitchen Cabinet', 'Air Conditioner']",2.0,2.0,1-sty terrace/link house,422.08,216666.66666666666,0.001948051948051948
6185,398000,batu pahat,johor,3.0,freehold,unfurnished,1540.0,[],2.0,2.0,1-sty terrace/link house,258.44,132666.66666666666,0.001948051948051948
6186,405000,banting,selangor,4.0,malay reserved land,unfurnished,960.0,[],2.0,2.0,1-sty terrace/link house,421.88,101250.0,0.004166666666666667
6187,486666,puchong,selangor,3.0,leasehold,unfurnished,1400.0,"['Kitchen Cabinet', 'Air Conditioner']",2.0,2.0,1-sty terrace/link house,347.62,162222.0,0.002142857142857143
6188,488000,bandar kinrara,selangor,2.0,freehold,unfurnished,800.0,"['Kitchen Cabinet', 'Air Conditioner', 'Playground']",1.0,2.0,1-sty terrace/link house,610.0,244000.0,0.0025
6189,545000,seremban 2,negeri sembilan,4.0,freehold,unfurnished,2200.0,[],3.0,2.0,1-sty terrace/link house,247.73,136250.0,0.0018181818181818182
6190,517000,johor bahru,johor,1.0,freehold,partly furnished,646.0,"['Kitchen Cabinet', 'Bath Tub', 'Air Conditioner', 'Bbq', 'Parking', 'Jogging Track', 'Playground', 'Gym', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Jacuzzi', 'Sauna', 'Wading Pool']",1.0,1.0,1-sty terrace/link house,800.31,517000.0,0.0015479876160990713
6191,669000,petaling jaya,selangor,3.0,freehold,unfurnished,1200.0,['Parking'],2.0,2.0,1-sty terrace/link house,557.5,223000.0,0.0025
6192,890000,ampang,selangor,3.0,leasehold,unfurnished,4040.0,['Parking'],2.0,5.0,1-sty terrace/link house,220.3,296666.6666666667,0.0007425742574257426
6193,270000,alor gajah,melaka,4.0,freehold,unfurnished,1100.0,"['Kitchen Cabinet', 'Playground', 'Retail Stores']",2.0,2.0,1-sty terrace/link house,245.45,67500.0,0.0036363636363636364
6194,558000,klang,selangor,4.0,freehold,unfurnished,1600.0,"['Kitchen Cabinet', '24-Hour Security']",3.0,2.0,1-sty terrace/link house,348.75,139500.0,0.0025
6195,415000,kuantan,pahang,4.0,freehold,unfurnished,1400.0,"['Air Conditioner', 'Balcony', 'Kitchen Cabinet', 'Garage', 'Bbq', 'Parking', 'Jogging Track', 'Playground']",4.0,2.0,1-sty terrace/link house,296.43,103750.0,0.002857142857142857
6196,1000000,ulu kelang,selangor,3.0,freehold,unfurnished,1440.0,[],2.0,1.0,1-sty terrace/link house,694.44,333333.3333333333,0.0020833333333333333
6197,600000,kepong,selangor,3.0,leasehold,partly furnished,1430.0,"['Kitchen Cabinet', 'Air Conditioner']",2.0,2.0,1-sty terrace/link house,419.58,200000.0,0.002097902097902098
6198,330000,ipoh,perak,3.0,freehold,unfurnished,1540.0,['Retail Stores'],2.0,2.0,1-sty terrace/link house,214.29,110000.0,0.001948051948051948
6199,480000,ipoh,perak,4.0,freehold,unfurnished,1000.0,"['Kitchen Cabinet', 'Air Conditioner', 'Garden', 'Playground', '24-Hour Security']",2.0,2.0,1-sty terrace/link house,480.0,120000.0,0.004
6200,518000,cheras,selangor,4.0,freehold,partly furnished,1650.0,"['Kitchen Cabinet', 'Air Conditioner']",2.0,2.0,1-sty terrace/link house,313.94,129500.0,0.0024242424242424242
6202,1148000,kepong,kuala lumpur,4.0,freehold,unfurnished,1430.0,"['Kitchen Cabinet', 'Parking']",2.0,5.0,1-sty terrace/link house,802.8,287000.0,0.002797202797202797
